PWSID,Supply Name,Population,2021,2022,2023,2024,2025,Total Replaced,Lead Lines,GPCL,Unknown,Total To Replace,Percent Replaced,Non-Lead,Total Lines,Exceedance,Latitude,Longitude,EPA_Link,Status Explanation,Status
MI0004030,"MANISTEE, CITY OF","6,200",3,4,19,23,27,76,257,541,,798,8.7%,"2,412","3,210",2021,44.24892935,-86.3126597,https://echo.epa.gov/detailed-facility-report?fid=MI0004030&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004040,MANISTIQUE,"3,197",12,4,6,7,5,34,,81,685,766,4.2%,696,"1,462",,45.95111113,-86.26088794,https://echo.epa.gov/detailed-facility-report?fid=MI0004040&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004042,MANITOU LAKE APARTMENTS,75,,,,,,,,,,,,2,2,,42.79316652,-83.26992582,https://echo.epa.gov/detailed-facility-report?fid=MI0004042&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004050,"MANTON, CITY OF","1,287",,1,5,3,4,13,,102,247,349,3.6%,189,538,,44.40919838,-85.3979619,https://echo.epa.gov/detailed-facility-report?fid=MI0004050&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004053,MAPLE GROVE APARTMENTS,28,,,,,,,,,,,,24,24,,44.31815228,-84.65350855,https://echo.epa.gov/detailed-facility-report?fid=MI0004053&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040020,MAPLE GROVE ESTATES,115,,,,,,,,,,,,46,46,,42.73134029,-85.71080555,https://echo.epa.gov/detailed-facility-report?fid=MI0040020&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040361,MAPLE ISLAND ESTATES,320,,,,,,,,,,,,90,90,,43.26235982,-86.06491727,https://echo.epa.gov/detailed-facility-report?fid=MI0040361&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040123,MAPLE KNOLL,125,,,,,,,,,,,,50,50,2018,42.58625941,-84.8049764,https://echo.epa.gov/detailed-facility-report?fid=MI0040123&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040216,MAPLE LEAF VILLAGE,50,,,,,,,,,,,,21,21,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0004060,"MAPLE RAPIDS, VILLAGE OF",643,,,,,,,,247,,247,0%,66,313,,43.10306806,-84.68920923,https://echo.epa.gov/detailed-facility-report?fid=MI0004060&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004063,MAPLE RIDGE TOWNSHIP,250,,,,,,,,,,,,110,110,,46.06903315,-87.16667883,https://echo.epa.gov/detailed-facility-report?fid=MI0004063&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0064067,MAPLE VALLEY NURSING HOME,25,,,,,,,,,,,,1,1,,44.85136837,-85.8366196,https://echo.epa.gov/detailed-facility-report?fid=MI0064067&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040217,MAPLEVIEW ESTATES,93,,,,,,,,,,,,37,37,,43.63408944,-84.631026,https://echo.epa.gov/detailed-facility-report?fid=MI0040217&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040219,MAPLEVIEW ESTATES EAST,220,,,,,,,,,,,,99,99,,43.61974648,-84.61822317,https://echo.epa.gov/detailed-facility-report?fid=MI0040219&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0064070,MAPLEVIEW NURSING HOME,45,,,,,,,,,,,,3,3,,43.22862301,-84.68205701,https://echo.epa.gov/detailed-facility-report?fid=MI0064070&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004419,MAPLEWOOD AND STONE MANORS,60,,,,,,,,,,,,5,5,,44.4140031,-83.84963173,https://echo.epa.gov/detailed-facility-report?fid=MI0004419&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004069,MAPLEWOOD RIDGE CONDOMINIUMS,80,,,,,,,,,,,,8,8,,45.02482372,-85.33034902,https://echo.epa.gov/detailed-facility-report?fid=MI0004069&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040071,MARBLE LAKE RESORT & MARINA,72,,,,,,,,,,,,2,2,,41.91330251,-84.89695065,https://echo.epa.gov/detailed-facility-report?fid=MI0040071&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004070,MARCELLUS,"1,198",,,126,223,,349,,,,,100.0%,479,479,,42.02510451,-85.81310169,https://echo.epa.gov/detailed-facility-report?fid=MI0004070&sys=SDWIS,100% replaced,100% replaced
MI0004080,MARENISCO TOWNSHIP,430,,,,,,,,,,,,182,182,,46.35992672,-89.6994077,https://echo.epa.gov/detailed-facility-report?fid=MI0004080&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004090,MARINE CITY,"4,652",26,20,,6,92,144,38,23,4,65,68.9%,"1,837","1,902",,42.72348146,-82.50095539,https://echo.epa.gov/detailed-facility-report?fid=MI0004090&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0004100,"MARION, VILLAGE OF",800,1,,,5,2,8,4,26,,30,21.1%,402,432,,44.10312869,-85.14808533,https://echo.epa.gov/detailed-facility-report?fid=MI0004100&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004110,"MARLETTE, CITY OF","1,875",5,,,,,5,30,5,753,788,0.6%,143,931,,43.32789857,-83.08016198,https://echo.epa.gov/detailed-facility-report?fid=MI0004110&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040100,MARLIN VILLAGE MOBILE HOME PARK,95,,,,,,,,,,,,38,,,41.84573682,-86.14638352,https://echo.epa.gov/detailed-facility-report?fid=MI0040100&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0004120,MARQUETTE,"20,629",106,,,,,106,,,543,543,16.3%,"5,660","6,203",2025,46.54414589,-87.40781033,https://echo.epa.gov/detailed-facility-report?fid=MI0004120&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004025,MARQUETTE COUNTY CORRECTIONS CENTER,95,,,,,,,,,,,,1,1,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0004140,MARQUETTE TOWNSHIP,"2,700",,,,,,,,,,,,231,231,,46.55592776,-87.45538164,https://echo.epa.gov/detailed-facility-report?fid=MI0004140&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004150,MARSHALL,"7,088",6,25,4,1,15,51,53,30,177,260,16.4%,"2,549","2,809",,42.27420626,-84.98306272,https://echo.epa.gov/detailed-facility-report?fid=MI0004150&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004155,MARTIN,785,,,,,,,,,,,,191,191,,42.52305331,-85.62901166,https://echo.epa.gov/detailed-facility-report?fid=MI0004155&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004160,"MARYSVILLE, CITY OF","9,959",12,,4,5,17,38,6,,992,998,3.7%,"2,914","3,912",,42.91088899,-82.48266638,https://echo.epa.gov/detailed-facility-report?fid=MI0004160&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040197,MASON MANOR,630,,,,,,,,,,,,267,267,,42.51786769,-84.44022744,https://echo.epa.gov/detailed-facility-report?fid=MI0040197&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040200,"MASON MOBILE, LLC",88,,,,,,, ,,,,,,,,42.61247986,-84.40201447,https://echo.epa.gov/detailed-facility-report?fid=MI0040200&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0004170,"MASON, CITY OF","8,252",5,27,13,28,42,115,415,,,415,21.7%,"2,102","2,517",,42.58059893,-84.44274564,https://echo.epa.gov/detailed-facility-report?fid=MI0004170&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004173,MASONVILLE TOWNSHIP,25,,,,,,,,,,,,2,2,,45.92441141,-86.96784432,https://echo.epa.gov/detailed-facility-report?fid=MI0004173&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004152,MATHIAS TOWNSHIP,175,,,,,,,,,,,,70,70,,46.19474541,-86.95179196,https://echo.epa.gov/detailed-facility-report?fid=MI0004152&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004177,MATTAWAN,"2,037",,,,,,,,,,,,710,710,,42.22896241,-85.79699115,https://echo.epa.gov/detailed-facility-report?fid=MI0004177&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004180,"MAYVILLE, VILLAGE OF",950,9,,,,,9,,,9,9,50.0%,409,418,,43.33586342,-83.35417928,https://echo.epa.gov/detailed-facility-report?fid=MI0004180&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0004190,"MCBAIN, CITY OF",640,66,60,,,,126,,,,,100.0%,256,256,,44.19453809,-85.21182993,https://echo.epa.gov/detailed-facility-report?fid=MI0004190&sys=SDWIS,100% replaced,100% replaced
MI0002200,MCMILLAN TOWNSHIP,391,,,,,,,,,28,28,0%,129,157,,46.53452611,-89.25976188,https://echo.epa.gov/detailed-facility-report?fid=MI0002200&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0006375,MCTI,460,,,,,,,,,,,,1,1,,42.55472234,-85.52367675,https://echo.epa.gov/detailed-facility-report?fid=MI0006375&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0006377,MCTI FAMILY HOUSING,40,,,,,,,,,,,,2,2,,42.50385419,-85.51725845,https://echo.epa.gov/detailed-facility-report?fid=MI0006377&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040612,MEADOW LAKE ESTATES MHC,"1,060",,,,,,,,,,,,416,416,,42.69554115,-83.56263232,https://echo.epa.gov/detailed-facility-report?fid=MI0040612&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040061,MEADOW STREAMS ESTATES,293,,,,,,,,,,,,161,161,,42.06190519,-86.3970581,https://echo.epa.gov/detailed-facility-report?fid=MI0040061&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0060675,MEADOW WOODS N/R CENTER,78,,,,,,,,,,,,1,1,2021,42.42306953,-85.93539165,https://echo.epa.gov/detailed-facility-report?fid=MI0060675&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0064213,MEADOWBROOK MED CARE FACILITY,154,,,,,,,,,,,,2,2,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0040172,MEADOWLANE MOBILE HOME PARK,650,,,,,,,,,,,,483,483,,44.69903602,-85.66229236,https://echo.epa.gov/detailed-facility-report?fid=MI0040172&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0062841,MEDILODGE OF STERLING,39,,,,,,,,,,,,3,,2025,44.03350757,-84.02401849,https://echo.epa.gov/detailed-facility-report?fid=MI0062841&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0004215,"MELROSECHANDLER WATER, LLC",261,,,,,,,,,,,,84,84,2018,45.24922114,-84.8595562,https://echo.epa.gov/detailed-facility-report?fid=MI0004215&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004220,MELVINDALE,"12,851",53,244,407,39,489,1232,8,1,"2,750","2,759",30.9%,"1,135","3,894",2019,42.27994146,-83.17823645,https://echo.epa.gov/detailed-facility-report?fid=MI0004220&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0040470,MEMORY LANE MOBILE HOME PARK,340,,,,,,,,,,,,200,200,,41.79350708,-85.46430148,https://echo.epa.gov/detailed-facility-report?fid=MI0040470&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004230,"MEMPHIS, CITY OF","1,084",,,,,,,,,,,,441,441,,42.8951107,-82.76936384,https://echo.epa.gov/detailed-facility-report?fid=MI0004230&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004240,MENDON,920,,,4,16,3,23,96,18,,114,16.8%,240,357,,42.0082855,-85.45327264,https://echo.epa.gov/detailed-facility-report?fid=MI0004240&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004250,MENOMINEE,"8,583",35,73,89,74,12,283,190,470,200,860,24.8%,"3,281","4,141",,45.12262876,-87.61885731,https://echo.epa.gov/detailed-facility-report?fid=MI0004250&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0004260,MERIDIAN TOWNSHIP,"25,600",,,,,,,,,,,,"13,072","13,072",,42.72701466,-84.42037695,https://echo.epa.gov/detailed-facility-report?fid=MI0004260&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004276,"MERRILL, VILLAGE OF",695,,,,,,,,,,,,380,380,,43.40743482,-84.33505284,https://echo.epa.gov/detailed-facility-report?fid=MI0004276&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004280,MERRITT TOWNSHIP,"1,474",,,,,,,,,,,,578,578,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0004310,"MESICK, VILLAGE OF",397,,,,,,,,47,,47,0%,136,183,,44.40191007,-85.71426808,https://echo.epa.gov/detailed-facility-report?fid=MI0004310&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004312,"METAMORA, VILLAGE OF",565,,,,,,,,,,,,233,233,,42.94101957,-83.28796825,https://echo.epa.gov/detailed-facility-report?fid=MI0004312&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004098,MHOG SEWER & WATER AUTHORITY,"17,046",,,,,,,,,,,,"6,073","6,073",,42.61479867,-83.96423575,https://echo.epa.gov/detailed-facility-report?fid=MI0004098&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004320,MICHIANA,182,,,,,,,,,,,,390,390,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0040472,MICHIANA MOBILE HOME PARK,100,,,,,,,,,,,,,,,41.9182995,-85.44938666,https://echo.epa.gov/detailed-facility-report?fid=MI0040472&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0040226,MICHIGAN AVENUE ESTATES,75,,,,,,, ,,,,,,,,42.25417693,-84.46612893,https://echo.epa.gov/detailed-facility-report?fid=MI0040226&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0004340,MICHIGAN STATE UNIVERSITY,"12,793",,,,,,,,,,,,339,339,2023,42.69915974,-84.46203894,https://echo.epa.gov/detailed-facility-report?fid=MI0004340&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004360,MIDDLEVILLE,"3,309",10,2,6,30,24,72,73,123,,196,26.9%,"1,103","1,299",,42.71372212,-85.46928917,https://echo.epa.gov/detailed-facility-report?fid=MI0004360&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0004377,MIDLAND CHARTER TOWNSHIP,"1,348",,,,,,,,,,,,639,639,,43.5764146,-84.20874264,https://echo.epa.gov/detailed-facility-report?fid=MI0004377&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004375,"MIDLAND CO., WATER DIST. NO. 1 OF","11,000",,,,,,,,,,,,"4,971","4,971",,43.68974163,-84.38015069,https://echo.epa.gov/detailed-facility-report?fid=MI0004375&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004370,"MIDLAND, CITY OF","42,547",,,2,,4,6,,76,"1,070","1,146",0.5%,"15,296","16,442",,43.64111918,-84.23583097,https://echo.epa.gov/detailed-facility-report?fid=MI0004370&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0007015,"MIDTOWN FLATS, LLC",218,,,,,,,,,,,,,,,42.23546308,-83.58507289,https://echo.epa.gov/detailed-facility-report?fid=MI0007015&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0004380,MILAN,"7,363",7,14,12,9,16,58,4,24,"1,565","1,593",3.5%,"1,265","2,858",,42.08451,-83.68051523,https://echo.epa.gov/detailed-facility-report?fid=MI0004380&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004390,"MILFORD, VILLAGE OF","6,366",6,3,24,31,17,81,1,83,,84,49.1%,"2,402","2,486",,42.59119795,-83.58188861,https://echo.epa.gov/detailed-facility-report?fid=MI0004390&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0006631,MILL STREET 1 LDHA,74,,,,,,,,,,,,5,5,,45.5523611,-84.78317779,https://echo.epa.gov/detailed-facility-report?fid=MI0006631&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004397,"MILLERSBURG, VILLAGE OF",206,,,,,,,,,,,,104,104,,45.34532019,-84.06886404,https://echo.epa.gov/detailed-facility-report?fid=MI0004397&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004400,"MILLINGTON, VILLAGE OF","1,072",,,,,,,,,250,250,0%,228,478,,43.2805661,-83.52798129,https://echo.epa.gov/detailed-facility-report?fid=MI0004400&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0004403,MILLPOINTE OF HARTLAND,724,,,,,,,,,,,,206,206,,42.6245594,-83.76063767,https://echo.epa.gov/detailed-facility-report?fid=MI0004403&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004404,MILLS TOWNSHIP,450,,,,,,,,,,,,219,219,2021,,,," Inventory completed, no lead lines identified ",No lead lines
MI0004410,"MINDEN CITY, VILLAGE OF",197,,,,,,,,,,,,107,107,,43.67468831,-82.77680017,https://echo.epa.gov/detailed-facility-report?fid=MI0004410&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0062658,MISSION POINT HEALTHCARE,86,,,,,,,,,,,,1,1,,43.0048939,-85.81342968,https://echo.epa.gov/detailed-facility-report?fid=MI0062658&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004428,MISTY COVE SENIOR APARTMENTS,66,,,,,,,,,,,,1,1,,42.64239141,-84.63980311,https://echo.epa.gov/detailed-facility-report?fid=MI0004428&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040571,MISTY MEADOWS MOBILE HOME PARK,45,,,,,,,,,,,,27,27,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0040606,MITCHELL BROTHERS MOBILE HOME PARK,122,,,,,,,,,,,,61,61,,42.40612606,-86.19865189,https://echo.epa.gov/detailed-facility-report?fid=MI0040606&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004440,MONITOR TOWNSHIP,"5,217",,,,,,,,,,,,"2,238","2,238",,43.58519601,-83.91977498,https://echo.epa.gov/detailed-facility-report?fid=MI0004440&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004450,MONROE,"48,664",120,82,85,52,74,413,731,392,,"1,123",26.9%,"14,222","15,345",,41.96852287,-83.4794457,https://echo.epa.gov/detailed-facility-report?fid=MI0004450&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0004455,MONROE SOUTH COUNTY,"33,816",,,,,,,,,,,,"12,277","12,277",,41.75538159,-83.58181733,https://echo.epa.gov/detailed-facility-report?fid=MI0004455&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0004470,MONTAGUE,"2,479",24,77,46,18,24,189,71,184,,255,42.6%,874,"1,129",,43.41551718,-86.36489523,https://echo.epa.gov/detailed-facility-report?fid=MI0004470&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0040152,MONTROSE TRAILER PARK,105,,,,,,,,,,,,,,,,,,Inventory not received or data not complete,Inventory not received or incomplete
MI0004480,"MONTROSE, CITY OF","1,657",,,,7,,7,,,,,100.0%,668,668,,43.17644419,-83.89265596,https://echo.epa.gov/detailed-facility-report?fid=MI0004480&sys=SDWIS,100% replaced,100% replaced
MI0040452,MOON LAKE ESTATES,31,,,,,,,,,,,,102,,,,,,Inventory not received or data not complete,Inventory not received or incomplete
MI0004490,MORENCI,"2,220",2,,,65,,67,63,29,667,759,8.1%,179,938,,41.72106476,-84.21519707,https://echo.epa.gov/detailed-facility-report?fid=MI0004490&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040643,MORRICE MEADOWS,258,,,,,,,,,,,,103,103,,42.83761684,-84.17511762,https://echo.epa.gov/detailed-facility-report?fid=MI0040643&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040247,MORROW CROSSING MHC,150,,,,,,,,,,,,60,60,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0004510,"MOUNT CLEMENS, CITY OF","16,314",11,25,13,35,55,139,779,66,"1,817","2,662",5.0%,"3,356","6,018",,42.59772316,-82.87947478,https://echo.epa.gov/detailed-facility-report?fid=MI0004510&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
